地图号,地图名,点序号,列,行,类型,跟随1,跟随2,跟随3
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,26,8,5,7,20a,3,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,27,5,14,8(宝物堆),83e,1,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,28,b,d,8(宝物堆),226,2,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,29,3,6,12,2,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,30,8,d,12,2,,
1e5,輝封廟門 辉封庙门,0,c,b,2(出击门),,,
1e5,輝封廟門 辉封庙门,1,6,5,2(出击门),2,,
1e5,輝封廟門 辉封庙门,2,12,5,2(出击门),2,,
1e5,輝封廟門 辉封庙门,3,c,14,f(治愈点),,,
1e5,輝封廟門 辉封庙门,4,c,14,10,,,
1e5,輝封廟門 辉封庙门,5,2,11,5(刷怪旋涡),3,10,
1e5,輝封廟門 辉封庙门,6,16,11,5(刷怪旋涡),3,10,
1e5,輝封廟門 辉封庙门,7,15,a,1f(采集点),31,5,
1e5,輝封廟門 辉封庙门,8,3,15,1f(采集点),31,6,
1e5,輝封廟門 辉封庙门,9,5,d,20(挖掘点),31,5,
1e5,輝封廟門 辉封庙门,10,11,b,20(挖掘点),31,5,
1e5,輝封廟門 辉封庙门,11,17,17,20(挖掘点),31,7,
1e5,輝封廟門 辉封庙门,12,16,18,20(挖掘点),31,6,
1e5,輝封廟門 辉封庙门,13,3,b,1c,16,,
1e5,輝封廟門 辉封庙门,14,7,b,1c,16,,
1e5,輝封廟門 辉封庙门,15,b,9,1c,17,,
1e5,輝封廟門 辉封庙门,16,f,7,1c,17,,
1e5,輝封廟門 辉封庙门,17,1,b,1c,17,,
1e5,輝封廟門 辉封庙门,18,11,17,1c,17,,
1e5,輝封廟門 辉封庙门,19,8,5,7,581,1,
1e5,輝封廟門 辉封庙门,20,9,7,7,d5,3,
1e5,輝封廟門 辉封庙门,21,16,1,7,455,1,
1e5,輝封廟門 辉封庙门,22,16,6,7,11d,1,
1e5,輝封廟門 辉封庙门,23,9,a,8(宝物堆),11b,2,
1e5,輝封廟門 辉封庙门,24,10,5,8(宝物堆),b02,1,
1e5,輝封廟門 辉封庙门,25,8,a,2b,28,,
1e5,輝封廟門 辉封庙门,26,10,a,2b,28,,
1e5,輝封廟門 辉封庙门,27,7,14,2b,28,,
1e5,輝封廟門 辉封庙门,28,11,14,2b,28,,
1e5,輝封廟門 辉封庙门,29,c,d,f(治愈点),,,
1e5,輝封廟門 辉封庙门,30,15,4,b,,,
1e5,輝封廟門 辉封庙门,31,c,4,9,,,
1e5,輝封廟門 辉封庙门,32,c,4,9,,,
1e5,輝封廟門 辉封庙门,33,12,9,21,25,,
1e5,輝封廟門 辉封庙门,34,3,2,7,96d,1,
1e5,輝封廟門 辉封庙门,35,3,7,f(治愈点),,,
1e5,輝封廟門 辉封庙门,36,15,7,f(治愈点),,,
1f5,神々の古戦場 诸神的古战场,0,8,9,10,,,
1f5,神々の古戦場 诸神的古战场,1,1,8,5(刷怪旋涡),5,8,
1f5,神々の古戦場 诸神的古战场,2,1,a,5(刷怪旋涡),5,8,
1f5,神々の古戦場 诸神的古战场,3,7,7,5(刷怪旋涡),3,c,
1f5,神々の古戦場 诸神的古战场,4,6,b,5(刷怪旋涡),4,9,
1f5,神々の古戦場 诸神的古战场,5,b,8,5(刷怪旋涡),3,c,
1f5,神々の古戦場 诸神的古战场,6,f,8,5(刷怪旋涡),6,7,
1f5,神々の古戦場 诸神的古战场,7,f,a,5(刷怪旋涡),4,9,
1f5,神々の古戦場 诸神的古战场,8,7,8,1f(采集点),32,7,
1f5,神々の古戦場 诸神的古战场,9,8,b,1f(采集点),32,6,
1f5,神々の古戦場 诸神的古战场,10,b,c,1f(采集点),32,5,
1f5,神々の古戦場 诸神的古战场,11,b,d,1f(采集点),32,5,
1f5,神々の古戦場 诸神的古战场,12,6,8,20(挖掘点),32,8,
1f5,神々の古戦場 诸神的古战场,13,5,a,20(挖掘点),32,7,
1f5,神々の古戦場 诸神的古战场,14,2,b,20(挖掘点),32,8,
1f5,神々の古戦場 诸神的古战场,15,2,7,1c,16,,
1f5,神々の古戦場 诸神的古战场,16,7,f,1c,16,,
1f5,神々の古戦場 诸神的古战场,17,a,c,1c,17,,
1f5,神々の古戦場 诸神的古战场,18,d,9,1c,17,,
1f5,神々の古戦場 诸神的古战场,19,7,a,7,5e5,1,
1f5,神々の古戦場 诸神的古战场,20,9,7,7,203,1,
1f5,神々の古戦場 诸神的古战场,21,4,d,8(宝物堆),6a3,2,
1f5,神々の古戦場 诸神的古战场,22,f,b,8(宝物堆),d4,1,
1f5,神々の古戦場 诸神的古战场,23,5,6,2c,50,,
1f5,神々の古戦場 诸神的古战场,24,7,c,2c,50,,
1f5,神々の古戦場 诸神的古战场,25,b,a,2c,50,,
1f5,神々の古戦場 诸神的古战场,26,5,c,16,2,,
1f5,神々の古戦場 诸神的古战场,27,9,a,16,2,,
1f5,神々の古戦場 诸神的古战场,28,c,6,16,2,,
1f5,神々の古戦場 诸神的古战场,29,6,7,f(治愈点),,,
1f5,神々の古戦場 诸神的古战场,30,9,c,f(治愈点),,,
209,ミストメリラクーナ 米斯特梅利拉库娜,0,10,8,2(出击门),,,
209,ミストメリラクーナ 米斯特梅利拉库娜,1,b,2,f(治愈点),,,
209,ミストメリラクーナ 米斯特梅利拉库娜,2,b,2,10,,,
209,ミストメリラクーナ 米斯特梅利拉库娜,3,5,e,f(治愈点),,,
209,ミストメリラクーナ 米斯特梅利拉库娜,4,5,e,10,,,
209,ミストメリラクーナ 米斯特梅利拉库娜,5,3,4,1c,16,,
209,ミストメリラクーナ 米斯特梅利拉库娜,6,10,2,1c,16,,
209,ミストメリラクーナ 米斯特梅利拉库娜,7,2,b,1c,16,,
209,ミストメリラクーナ 米斯特梅利拉库娜,8,3,10,1c,17,,
209,ミストメリラクーナ 米斯特梅利拉库娜,9,a,d,1c,17,,
209,ミストメリラクーナ 米斯特梅利拉库娜,10,d,c,7,51c,1,
209,ミストメリラクーナ 米斯特梅利拉库娜,11,b,3,7,119,3,
209,ミストメリラクーナ 米斯特梅利拉库娜,12,1,e,7,d4,2,
209,ミストメリラクーナ 米斯特梅利拉库娜,13,8,1,2c,50,,
209,ミストメリラクーナ 米斯特梅利拉库娜,14,a,10,8(宝物堆),188,2,
209,ミストメリラクーナ 米斯特梅利拉库娜,15,1,8,2c,50,,
209,ミストメリラクーナ 米斯特梅利拉库娜,16,7,11,2c,50,,
209,ミストメリラクーナ 米斯特梅利拉库娜,17,9,a,42,,,
209,ミストメリラクーナ 米斯特梅利拉库娜,18,d,10,f(治愈点),,,
209,ミストメリラクーナ 米斯特梅利拉库娜,19,2,c,f(治愈点),,,
21d,破炎浄化の城 破炎净化之城,0,b,1,1c,,,
21d,破炎浄化の城 破炎净化之城,1,2,5,1c,27,,
21d,破炎浄化の城 破炎净化之城,2,9,c,1c,27,,
21d,破炎浄化の城 破炎净化之城,3,4,4,22,,,
21d,破炎浄化の城 破炎净化之城,4,a,a,22,,,
21d,破炎浄化の城 破炎净化之城,5,7,d,9,,,
21d,破炎浄化の城 破炎净化之城,6,7,a,f(治愈点),,,
21d,破炎浄化の城 破炎净化之城,7,7,b,22,,,
21d,破炎浄化の城 破炎净化之城,8,d,5,7,841,1,
21d,破炎浄化の城 破炎净化之城,9,2,b,7,9cb,1,
21d,破炎浄化の城 破炎净化之城,10,5,9,8(宝物堆),18a,3,
21d,破炎浄化の城 破炎净化之城,11,5,c,5(刷怪旋涡),3,8,
21d,破炎浄化の城 破炎净化之城,12,9,b,5(刷怪旋涡),3,8,
21d,破炎浄化の城 破炎净化之城,13,c,5,5(刷怪旋涡),2,10,
21d,破炎浄化の城 破炎净化之城,14,1,6,5(刷怪旋涡),5,4,
21d,破炎浄化の城 破炎净化之城,15,4,9,2(出击门),2,,
21d,破炎浄化の城 破炎净化之城,16,a,9,2(出击门),2,,
21e,追憶の広場 追忆的广场,0,5,b,10,,,
21e,追憶の広場 追忆的广场,1,f,1,1c,27,,
21e,追憶の広場 追忆的广场,2,f,5,1c,27,,
21e,追憶の広場 追忆的广场,3,4,11,1c,27,,
21e,追憶の広場 追忆的广场,4,2,4,1c,27,,
21e,追憶の広場 追忆的广场,5,6,f,1c,27,,
21e,追憶の広場 追忆的广场,6,b,1,22,,,
21e,追憶の広場 追忆的广场,7,10,9,22,,,
21e,追憶の広場 追忆的广场,8,1,a,22,,,
21e,追憶の広場 追忆的广场,9,f,2,9,,,
21e,追憶の広場 追忆的广场,10,10,5,9,,,
21e,追憶の広場 追忆的广场,11,4,12,9,,,
21e,追憶の広場 追忆的广场,12,e,2,b,,,
21e,追憶の広場 追忆的广场,13,10,6,b,,,
21e,追憶の広場 追忆的广场,14,3,12,b,,,
21e,追憶の広場 追忆的广场,15,b,3,11,2,,
21e,追憶の広場 追忆的广场,16,b,5,11,2,,
21e,追憶の広場 追忆的广场,17,e,9,11,2,,
21e,追憶の広場 追忆的广场,18,c,9,11,2,,
21e,追憶の広場 追忆的广场,19,1,d,11,2,,
21e,追憶の広場 追忆的广场,20,1,f,11,2,,
21e,追憶の広場 追忆的广场,21,3,7,5(刷怪旋涡),2,14,
21e,追憶の広場 追忆的广场,22,7,7,5(刷怪旋涡),3,f,
21e,追憶の広場 追忆的广场,23,8,11,f(治愈点),,,
21e,追憶の広場 追忆的广场,24,c,1,2(出击门),2,,
21e,追憶の広場 追忆的广场,25,e,7,2(出击门),2,,
21e,追憶の広場 追忆的广场,26,2,10,2(出击门),2,,
21e,追憶の広場 追忆的广场,27,6,b,13,2,,
21e,追憶の広場 追忆的广场,28,9,10,13,2,,
21e,追憶の広場 追忆的广场,29,8,e,17(陷阱),2,,
21e,追憶の広場 追忆的广场,30,4,d,17(陷阱),2,,
21e,追憶の広場 追忆的广场,31,8,12,17(陷阱),2,,
321,城砦跡地 城砦遗迹地,0,1,5,1f(采集点),6,,
321,城砦跡地 城砦遗迹地,1,1,6,20(挖掘点),9,4,
321,城砦跡地 城砦遗迹地,2,2,6,20(挖掘点),a,4,
321,城砦跡地 城砦遗迹地,3,3,8,8(宝物堆),af3,1,
321,城砦跡地 城砦遗迹地,4,6,8,8(宝物堆),4af,3,
321,城砦跡地 城砦遗迹地,5,7,3,8(宝物堆),187,5,
321,城砦跡地 城砦遗迹地,6,5,5,f(治愈点),,,
321,城砦跡地 城砦遗迹地,7,5,5,10,,,
321,城砦跡地 城砦遗迹地,8,4,1,60(女神卡),,,
321,城砦跡地 城砦遗迹地,9,7,1,60(女神卡),,,
321,城砦跡地 城砦遗迹地,10,1,4,60(女神卡),,,
321,城砦跡地 城砦遗迹地,11,2,8,60(女神卡),,,
35d,夜の広場１ 夜之广场１,0,1,3,5(刷怪旋涡),3,3,
35d,夜の広場１ 夜之广场１,1,9,7,8(宝物堆),259,f,
35d,夜の広場１ 夜之广场１,2,9,9,8(宝物堆),121,1,
35f,夜の広場３ 夜之广场３,0,1,3,8(宝物堆),2,,
35f,夜の広場３ 夜之广场３,1,9,7,8(宝物堆),c9,14,
35f,夜の広場３ 夜之广场３,2,9,9,8(宝物堆),120,1,
35f,夜の広場３ 夜之广场３,3,2,8,5(刷怪旋涡),3,3,
35f,夜の広場３ 夜之广场３,4,8,2,5(刷怪旋涡),3,3,
35f,夜の広場３ 夜之广场３,5,1,2,5(刷怪旋涡),3,3,
35f,夜の広場３ 夜之广场３,6,9,8,5(刷怪旋涡),3,3,
35f,夜の広場３ 夜之广场３,7,2,5,8(宝物堆),11f,5,
35f,夜の広場３ 夜之广场３,8,2,7,8(宝物堆),25a,5,
35f,夜の広場３ 夜之广场３,9,3,8,8(宝物堆),25b,5,
35f,夜の広場３ 夜之广场３,10,5,8,8(宝物堆),14c,1,
35f,夜の広場３ 夜之广场３,11,8,5,8(宝物堆),d4,1,
35f,夜の広場３ 夜之广场３,12,8,3,8(宝物堆),25c,5,
35f,夜の広場３ 夜之广场３,13,7,2,8(宝物堆),25d,5,
35f,夜の広場３ 夜之广场３,14,5,2,8(宝物堆),18c,3,
385,夜の裏路地 夜之小巷,0,b,5,24,,,
385,夜の裏路地 夜之小巷,1,e,1,8(宝物堆),c9,a,
386,城砦野営地付近 城砦野营地附近,0,9,1,1a,,,
386,城砦野営地付近 城砦野营地附近,1,9,7,1a,2,,
386,城砦野営地付近 城砦野营地附近,2,d,3,1a,2,,
386,城砦野営地付近 城砦野营地附近,3,d,5,1a,2,,
386,城砦野営地付近 城砦野营地附近,4,a,3,17(陷阱),,,
386,城砦野営地付近 城砦野营地附近,5,9,4,17(陷阱),,,
386,城砦野営地付近 城砦野营地附近,6,8,5,17(陷阱),,,
386,城砦野営地付近 城砦野营地附近,7,e,4,8(宝物堆),187,5,
386,城砦野営地付近 城砦野营地附近,8,3,4,f(治愈点),,,
386,城砦野営地付近 城砦野营地附近,9,3,4,10,,,
386,城砦野営地付近 城砦野营地附近,10,6,4,f(治愈点),,,
387,砂蛍渓谷 砂萤溪谷,0,d,5,1a,4,3,
387,砂蛍渓谷 砂萤溪谷,1,d,9,1a,2,4,3
387,砂蛍渓谷 砂萤溪谷,2,a,a,1a,2,4,3
387,砂蛍渓谷 砂萤溪谷,3,5,b,1a,2,4,3
387,砂蛍渓谷 砂萤溪谷,4,4,d,1a,2,4,3
387,砂蛍渓谷 砂萤溪谷,5,7,d,1a,2,4,3
388,グルーリャ城壁 古鲁利亚城壁,0,10,3,1a,8,5,
388,グルーリャ城壁 古鲁利亚城壁,1,10,b,1a,2,8,5
388,グルーリャ城壁 古鲁利亚城壁,2,11,5,1a,2,7,6
388,グルーリャ城壁 古鲁利亚城壁,3,11,9,1a,2,7,6
388,グルーリャ城壁 古鲁利亚城壁,4,8,2,1c,7,,
388,グルーリャ城壁 古鲁利亚城壁,5,f,2,1c,7,,
388,グルーリャ城壁 古鲁利亚城壁,6,8,c,1c,7,,
388,グルーリャ城壁 古鲁利亚城壁,7,f,c,1c,7,,
388,グルーリャ城壁 古鲁利亚城壁,8,5,7,f(治愈点),,,
388,グルーリャ城壁 古鲁利亚城壁,9,5,7,10,,,
388,グルーリャ城壁 古鲁利亚城壁,10,d,1,2(出击门),1,,
388,グルーリャ城壁 古鲁利亚城壁,11,b,7,f(治愈点),,,
389,魔人墓楼・最奥部 魔人墓楼・最深处,0,3,5,1c,,,
389,魔人墓楼・最奥部 魔人墓楼・最深处,1,9,6,1c,d,,
389,魔人墓楼・最奥部 魔人墓楼・最深处,2,5,5,f(治愈点),,,
38a,死沼の入口 死沼的入口,0,4,5,f(治愈点),,,
38b,心学の村 心学之村,0,d,c,5(刷怪旋涡),4,7,
38b,心学の村 心学之村,1,3,6,1c,e,,
38b,心学の村 心学之村,2,6,a,1c,e,,
38b,心学の村 心学之村,3,b,8,1c,f,,
38b,心学の村 心学之村,4,7,8,f(治愈点),,,
38c,胴部第三層区域 躯干第三层区域,0,c,5,5(刷怪旋涡),6,7,
38c,胴部第三層区域 躯干第三层区域,1,c,6,5(刷怪旋涡),5,8,
38c,胴部第三層区域 躯干第三层区域,2,c,9,5(刷怪旋涡),4,a,
38c,胴部第三層区域 躯干第三层区域,3,c,b,5(刷怪旋涡),4,a,
38c,胴部第三層区域 躯干第三层区域,4,c,e,5(刷怪旋涡),5,8,
38c,胴部第三層区域 躯干第三层区域,5,c,f,5(刷怪旋涡),6,7,
38c,胴部第三層区域 躯干第三层区域,6,10,1,5(刷怪旋涡),6,7,
38c,胴部第三層区域 躯干第三层区域,7,10,3,5(刷怪旋涡),6,7,
38c,胴部第三層区域 躯干第三层区域,8,11,9,5(刷怪旋涡),8,5,
38c,胴部第三層区域 躯干第三层区域,9,11,b,5(刷怪旋涡),8,5,
38c,胴部第三層区域 躯干第三层区域,10,10,11,5(刷怪旋涡),6,7,
38c,胴部第三層区域 躯干第三层区域,11,10,13,5(刷怪旋涡),6,7,
38c,胴部第三層区域 躯干第三层区域,12,7,1,1c,20,,
38c,胴部第三層区域 躯干第三层区域,13,b,a,1c,20,,
38c,胴部第三層区域 躯干第三层区域,14,2,e,1c,20,,
38c,胴部第三層区域 躯干第三层区域,15,6,13,1c,20,,
38c,胴部第三層区域 躯干第三层区域,16,e,1,15,,,
38c,胴部第三層区域 躯干第三层区域,17,9,2,15,,,
38c,胴部第三層区域 躯干第三层区域,18,6,5,15,,,
38c,胴部第三層区域 躯干第三层区域,19,2,6,15,,,
38c,胴部第三層区域 躯干第三层区域,20,7,6,15,,,
38c,胴部第三層区域 躯干第三层区域,21,6,f,15,,,
38c,胴部第三層区域 躯干第三层区域,22,d,c,15,,,
38c,胴部第三層区域 躯干第三层区域,23,7,e,15,,,
38c,胴部第三層区域 躯干第三层区域,24,8,11,15,,,
38c,胴部第三層区域 躯干第三层区域,25,d,12,15,,,
38c,胴部第三層区域 躯干第三层区域,26,3,e,15,,,
38c,胴部第三層区域 躯干第三层区域,27,10,8,15,,,
38c,胴部第三層区域 躯干第三层区域,28,9,9,15,,,
38c,胴部第三層区域 躯干第三层区域,29,9,13,15,,,
38c,胴部第三層区域 躯干第三层区域,30,c,a,15,,,
38c,胴部第三層区域 躯干第三层区域,31,10,2,7,3f1,1,
38c,胴部第三層区域 躯干第三层区域,32,10,12,7,775,1,
38c,胴部第三層区域 躯干第三层区域,33,11,8,8(宝物堆),11d,2,
38c,胴部第三層区域 躯干第三层区域,34,11,c,8(宝物堆),120,2,
38c,胴部第三層区域 躯干第三层区域,35,11,a,10,,,
38d,雲海城砦 云海城砦,0,6,c,1c,,,
38d,雲海城砦 云海城砦,1,e,8,1c,11,,
38e,竜閣の強襲路 龙阁强袭路,0,b,7,2(出击门),,,
38e,竜閣の強襲路 龙阁强袭路,1,5,a,5(刷怪旋涡),4,a,
38e,竜閣の強襲路 龙阁强袭路,2,3,6,1c,10,,
38e,竜閣の強襲路 龙阁强袭路,3,4,c,1c,10,,
38e,竜閣の強襲路 龙阁强袭路,4,8,d,1c,11,,
38e,竜閣の強襲路 龙阁强袭路,5,2,1,6,6,1,
38e,竜閣の強襲路 龙阁强袭路,6,5,1,6,2,4,
38e,竜閣の強襲路 龙阁强袭路,7,8,a,18,2,,
38e,竜閣の強襲路 龙阁强袭路,8,7,c,19,2,,
38e,竜閣の強襲路 龙阁强袭路,9,5,d,19,2,,
38e,竜閣の強襲路 龙阁强袭路,10,2,a,22,,,
38f,頭部防衛区域 头部防卫区域,0,3,e,1a,5,6,
38f,頭部防衛区域 头部防卫区域,1,5,e,1a,2,5,6
38f,頭部防衛区域 头部防卫区域,2,7,e,1a,2,5,6
38f,頭部防衛区域 头部防卫区域,3,1,4,1c,27,,
38f,頭部防衛区域 头部防卫区域,4,6,9,1c,27,,
38f,頭部防衛区域 头部防卫区域,5,3,c,1c,27,,
38f,頭部防衛区域 头部防卫区域,6,2,9,7,5e4,1,
38f,頭部防衛区域 头部防卫区域,7,8,9,7,6aa,1,
390,後部防衛区域 后部防卫区域,0,b,4,1a,3,a,
390,後部防衛区域 后部防卫区域,1,b,8,1a,2,3,a
390,後部防衛区域 后部防卫区域,2,f,5,1a,2,,
390,後部防衛区域 后部防卫区域,3,f,6,1a,2,,
390,後部防衛区域 后部防卫区域,4,f,7,1a,2,,
390,後部防衛区域 后部防卫区域,5,1,4,1c,27,,
390,後部防衛区域 后部防卫区域,6,7,5,1c,27,,
390,後部防衛区域 后部防卫区域,7,d,8,1c,27,,
390,後部防衛区域 后部防卫区域,8,3,6,f(治愈点),,,
391,天の棺橋 天之棺桥,0,4,d,1c,,,
394,神殿係留地 神殿停泊地,0,b,18,2(出击门),,,
394,神殿係留地 神殿停泊地,1,9,c,f(治愈点),,,
394,神殿係留地 神殿停泊地,2,9,c,10,,,
394,神殿係留地 神殿停泊地,3,8,1,1c,14,,
394,神殿係留地 神殿停泊地,4,c,b,1c,14,,
394,神殿係留地 神殿停泊地,5,1,c,1c,14,,
394,神殿係留地 神殿停泊地,6,7,10,1c,15,,
394,神殿係留地 神殿停泊地,7,7,18,1c,15,,
394,神殿係留地 神殿停泊地,8,c,5,9,,,
394,神殿係留地 神殿停泊地,9,3,c,9,,,
394,神殿係留地 神殿停泊地,10,7,6,1a,2,2,5
394,神殿係留地 神殿停泊地,11,5,f,1a,2,4,6
394,神殿係留地 神殿停泊地,12,7,15,1a,2,3,5
394,神殿係留地 神殿停泊地,13,6,4,f(治愈点),,,
394,神殿係留地 神殿停泊地,14,6,12,f(治愈点),,,
394,神殿係留地 神殿停泊地,15,6,12,10,,,
394,神殿係留地 神殿停泊地,16,c,7,22,,,
394,神殿係留地 神殿停泊地,17,3,e,22,,,
394,神殿係留地 神殿停泊地,18,a,14,22,,,
394,神殿係留地 神殿停泊地,19,e,5,1a,2,2,6
394,神殿係留地 神殿停泊地,20,e,6,1a,2,1,4
394,神殿係留地 神殿停泊地,21,e,2,7,519,1,
394,神殿係留地 神殿停泊地,22,d,a,8(宝物堆),d3,1,
394,神殿係留地 神殿停泊地,23,7,a,1a,2,2,4
394,神殿係留地 神殿停泊地,24,8,a,1a,2,2,4
394,神殿係留地 神殿停泊地,25,b,13,1a,2,2,4
394,神殿係留地 神殿停泊地,26,c,13,1a,2,2,4
394,神殿係留地 神殿停泊地,27,d,13,1a,2,2,4
394,神殿係留地 神殿停泊地,28,8,c,17(陷阱),2,,
394,神殿係留地 神殿停泊地,29,8,19,17(陷阱),2,,
394,神殿係留地 神殿停泊地,30,b,8,18,2,,
394,神殿係留地 神殿停泊地,31,8,13,18,2,,
394,神殿係留地 神殿停泊地,32,a,16,19,2,,
394,神殿係留地 神殿停泊地,33,4,5,19,2,,
395,グアミウロスの巣 古阿米乌罗斯之巢,0,9,5,5(刷怪旋涡),4,3,
395,グアミウロスの巣 古阿米乌罗斯之巢,1,b,6,5(刷怪旋涡),5,3,
395,グアミウロスの巣 古阿米乌罗斯之巢,2,1,6,8(宝物堆),cd,5,
395,グアミウロスの巣 古阿米乌罗斯之巢,3,2,6,8(宝物堆),c9,1e,
395,グアミウロスの巣 古阿米乌罗斯之巢,4,a,1,8(宝物堆),b01,1,
395,グアミウロスの巣 古阿米乌罗斯之巢,5,8,7,8(宝物堆),187,3,
396,解放すべき神の途 应解放的神之途,0,f,7,5(刷怪旋涡),4,6,
396,解放すべき神の途 应解放的神之途,1,f,8,5(刷怪旋涡),2,a,
396,解放すべき神の途 应解放的神之途,2,3,a,5(刷怪旋涡),6,8,
396,解放すべき神の途 应解放的神之途,3,5,a,5(刷怪旋涡),4,c,
396,解放すべき神の途 应解放的神之途,4,13,a,5(刷怪旋涡),5,c,
396,解放すべき神の途 应解放的神之途,5,15,a,5(刷怪旋涡),7,8,
396,解放すべき神の途 应解放的神之途,6,b,13,5(刷怪旋涡),2,f,
396,解放すべき神の途 应解放的神之途,7,c,13,5(刷怪旋涡),4,8,
396,解放すべき神の途 应解放的神之途,8,d,13,5(刷怪旋涡),3,a,
396,解放すべき神の途 应解放的神之途,9,2,15,5(刷怪旋涡),4,8,
396,解放すべき神の途 应解放的神之途,10,2,17,5(刷怪旋涡),4,8,
396,解放すべき神の途 应解放的神之途,11,4,17,5(刷怪旋涡),3,8,
396,解放すべき神の途 应解放的神之途,12,14,17,5(刷怪旋涡),2,8,
396,解放すべき神の途 应解放的神之途,13,16,15,5(刷怪旋涡),4,8,
396,解放すべき神の途 应解放的神之途,14,16,17,5(刷怪旋涡),2,8,
396,解放すべき神の途 应解放的神之途,15,c,10,f(治愈点),,,
396,解放すべき神の途 应解放的神之途,16,c,18,f(治愈点),,,
396,解放すべき神の途 应解放的神之途,17,c,14,2(出击门),2,,
396,解放すべき神の途 应解放的神之途,18,2,b,8(宝物堆),119,3,
396,解放すべき神の途 应解放的神之途,19,1,16,1c,16,,
396,解放すべき神の途 应解放的神之途,20,16,b,1c,16,,
396,解放すべき神の途 应解放的神之途,21,17,16,8(宝物堆),11b,2,
396,解放すべき神の途 应解放的神之途,22,c,a,2(出击门),2,,
396,解放すべき神の途 应解放的神之途,23,4,b,9,,,
396,解放すべき神の途 应解放的神之途,24,3,16,9,,,
396,解放すべき神の途 应解放的神之途,25,14,b,9,,,
396,解放すべき神の途 应解放的神之途,26,15,16,9,,,
396,解放すべき神の途 应解放的神之途,27,4,b,43,,,
396,解放すべき神の途 应解放的神之途,28,3,16,43,,,
396,解放すべき神の途 应解放的神之途,29,14,b,43,,,
396,解放すべき神の途 应解放的神之途,30,15,16,43,,,
396,解放すべき神の途 应解放的神之途,31,9,11,2c,50,,
396,解放すべき神の途 应解放的神之途,32,f,17,2c,50,,
396,解放すべき神の途 应解放的神之途,33,8,1d,2c,50,,
396,解放すべき神の途 应解放的神之途,34,9,d,12,2,,
396,解放すべき神の途 应解放的神之途,35,8,15,12,2,,
396,解放すべき神の途 应解放的神之途,36,11,1b,12,2,,
396,解放すべき神の途 应解放的神之途,37,11,c,12,2,,
396,解放すべき神の途 应解放的神之途,38,d,10,13,2,,
396,解放すべき神の途 应解放的神之途,39,11,17,13,2,,
396,解放すべき神の途 应解放的神之途,40,6,1c,13,2,,
396,解放すべき神の途 应解放的神之途,41,13,11,13,2,,
396,解放すべき神の途 应解放的神之途,42,b,16,13,2,,
